Date,Symbol,Order,Shares
2008-02-29,IBM,SELL,100
2008-04-02,IBM,BUY,100
2008-05-27,IBM,SELL,100
2008-08-11,IBM,BUY,100
2008-08-15,IBM,BUY,100
2009-01-21,IBM,SELL,100
2009-05-08,IBM,BUY,100
